Date,Installs,LTV,LTV1,LTV2,LTV3,LTV4,LTV5,LTV6,LTV7,LTV8,LTV9,LTV10,LTV11,LTV12,LTV13,LTV14,LTV15,LTV16,LTV17,LTV18,LTV19,LTV20,LTV21,LTV22,LTV23,LTV24,LTV25,LTV26,LTV27,LTV28,LTV29,LTV30,LTV31,LTV32,LTV33,LTV34,LTV35,LTV36,LTV37,LTV38,LTV39,LTV40,LTV41,LTV42,LTV43,LTV44,LTV45,LTV46,LTV47,LTV48,LTV49,LTV50,LTV51,LTV52,LTV53,LTV54,LTV55,LTV56,LTV57,LTV58,LTV59,LTV60,LTV61,LTV62,LTV63,LTV64,LTV65,LTV66,LTV67,LTV68,LTV69,LTV70,LTV71,LTV72,LTV73,LTV74,LTV75,LTV76,LTV77,LTV78,LTV79,LTV80,LTV81,LTV82,LTV83,LTV84,LTV85,LTV86,LTV87,LTV88,LTV89,LTV90
2017-01-01,601,0.7898891277836938,0.09054908485856905,0.10512762196339434,0.13224908618968387,0.13224908618968387,0.15654119194675542,0.18006864618968388,0.21595882921797008,0.21595882921797008,0.2273927596971714,0.23398177800000003,0.23398177800000003,0.23398177800000003,0.23772553839933447,0.2487598514866889,0.2487598514866889,0.2487598514866889,0.2487598514866889,0.25687324341347756,0.25687324341347756,0.25687324341347756,0.25687324341347756,0.25687324341347756,0.26179815898752085,0.2628593587712147,0.2628593587712147,0.2857150864009984,0.2857150864009984,0.2857150864009984,0.30014756603660575,0.30014756603660575,0.30014756603660575,0.30014756603660575,0.3044998624217971,0.3044998624217971,0.3133671997762064,0.31638209447670557,0.31638209447670557,0.31638209447670557,0.31638209447670557,0.31638209447670557,0.31638209447670557,0.31638209447670557,0.32095780163144766,0.32095780163144766,0.3543815391372713,0.3543815391372713,0.35654460070133115,0.3601377849317804,0.3601377849317804,0.3601377849317804,0.3745146887678869,0.3745146887678869,0.3745146887678869,0.38656127778618976,0.38844147745341107,0.38844147745341107,0.4018857370207988,0.40793427575707164,0.41633693798668897,0.41633693798668897,0.4213849305906823,0.42396396553244603,0.44105197301996685,0.4721337201081532,0.48143488483361074,0.48143488483361074,0.4973049639783695,0.4973049639783695,0.4973049639783695,0.511165196923461,0.511165196923461,0.5166394065740433,0.53324506381198,0.5683018504692179,0.5683018504692179,0.6458438780881862,0.6723164238452578,0.6866539894367719,0.6925441724650581,0.7255321107529117,0.7416385999376038,0.7416385999376038,0.7416385999376038,0.7426702139143093,0.7621232572653909,0.771279726388519,0.7758045185232945,0.7872268981663894,0.7898891277836938,0.78988912778369380074394712210050784051418304443359375
2017-01-02,618,6.230684822615697,0.023422291262135922,0.09089429449838188,0.19063576747572816,0.282868777184466,0.43916327556634305,0.6885483888349515,0.7081924017799354,1.0721244406148869,1.106204755918285,1.2169897321504857,1.2538991583721686,1.3165790219935278,1.39817029345712,1.4224906818066347,1.4479565114902917,1.4580535988689325,1.539095109639159,1.5717095139886734,1.6114548959401298,1.624610235745955,1.6669967848325247,1.683400618716829,1.7292120071084147,1.787659731504046,1.787659731504046,1.8046823852257288,1.8226597315040458,1.8987276926690944,1.9064461392710361,1.944445580716829,2.0338541205089005,2.1338938379587384,2.2830323933770234,2.3824365017483826,2.4111420033665056,2.4171290583826868,2.492034689606797,2.852706494487865,2.896411996105988,2.9673684052944993,3.0488408972038843,3.0952657110477353,3.135815872860033,3.294137553881878,3.361179702491101,3.372894912847088,3.47243404933657,3.557498609937703,3.680103034558253,3.729310154299353,3.794374879218447,3.884519362652104,3.961444928995146,4.052063537457929,4.125558683088998,4.268972219576861,4.548341151615697,4.5911611356302595,4.6516040741156965,4.725859737546117,4.938077573114079,4.949388252725729,4.959647152402105,5.0835832122726545,5.086657645929613,5.086657645929613,5.102725607094661,5.273291950136732,5.498144963421522,5.498144963421522,5.657172748537218,5.6728361789579305,5.747949447566345,5.951954793576863,5.9584272854862474,5.981716986584144,5.981716986584144,5.992364235775082,6.003488293744338,6.158658934499193,6.164791620583335,6.178351491133497,6.178351491133497,6.192799568727348,6.1943367855558265,6.205566559018609,6.217993743484628,6.230684822615697,6.230684822615697,
2017-01-03,526,3.2976305484496224,0.018002028897338405,0.023116097338403044,0.04598681977186312,0.05644130565589354,0.08804580996387833,0.10549828144676807,0.13028915597148288,0.15762195967490494,0.16368886889163498,0.18452988541254753,0.20808595389353612,0.28002370272528515,0.35729296054562737,0.37571501377756655,0.38396596434790875,0.4123880175798479,0.5064015822576046,0.5252038636264259,0.5348806697100761,0.5548545774866921,0.5599686459277567,0.5947757383041826,0.6346573922452473,0.6622215116815591,0.6951998050142587,0.7363003322671104,0.8180511551340306,0.8197042212728138,0.8958319629372625,0.9683892553022816,1.058676290741445,1.1197397929638786,1.2159999331749052,1.2898060795351713,1.302239539611217,1.320072239230989,1.320072239230989,1.4689462081825098,1.523718315379278,1.5335852355313693,1.570144170892586,1.5985759378060842,1.6290322115703428,1.671358757322244,1.671358757322244,1.707734073767111,1.707734073767111,1.8155900377576053,1.8952584376730046,1.9414287365665408,1.9414287365665408,1.998145059057035,2.0172099012623583,2.0172099012623583,2.083768836623575,2.090213703543727,2.203987423203423,2.203987423203423,2.221218184188214,2.249111027562739,2.271126236688214,2.420612173000001,2.4440164838365033,2.474798595078899,2.486161627304184,2.5294338886368837,2.5564341038279483,2.6172686524325113,2.6172686524325113,2.622972074485743,2.785647055998101,2.7984905091454393,2.941613818557987,3.0056252254020936,3.0412079382604587,3.1552953907319417,3.188310080354565,3.1933207427813715,3.209216133366923,3.229425258842208,3.290918256800383,3.290918256800383,3.294683780388786,3.2976305484496224,3.2976305484496224,3.2976305484496224,3.2976305484496224,3.2976305484496224,,
2017-01-04,553,3.97837096580651,0.015009041591320072,0.03278481012658228,0.0779405236347197,0.0932388961482821,0.1174522777034358,0.18241621138788428,0.18241621138788428,0.18241621138788428,0.18241621138788428,0.1919822150045208,0.1919822150045208,0.20010156400994578,0.215125032664557,0.23986282651627489,0.23986282651627489,0.23986282651627489,0.23986282651627489,0.23986282651627489,0.23986282651627489,0.27939359190325497,0.29987562833363474,0.3447052195515371,0.3750488000216998,0.44243278642405065,0.49174562548372514,0.4978939075813743,0.5072790793716094,0.5382431377007234,0.5828383103490055,0.7881185996799277,0.807234228045208,1.0594159628327307,1.3183782708318266,1.337035533464738,1.3977226944050634,1.3977226944050634,1.4674795269113925,1.4682842753544305,1.4682842753544305,1.4776694471446656,1.5130440770000002,1.528060456504521,1.578605532861664,1.5838113845569624,1.5975077033191685,1.5975077033191685,1.6415512003363475,1.6802311280036168,1.7373094770180835,1.7373094770180835,1.766748898356239,1.770998446276673,2.1587130480813745,2.164581435550633,2.178849066653707,2.2387313199231467,2.3884467682513564,2.600036292737794,2.782737800748644,2.943285458976492,2.944641697674503,2.9627480041844487,2.9797281126835444,3.1362860875641956,3.154966015231465,3.2263513626916818,3.255248288550633,3.255248288550633,3.2727708925289334,3.2766587767965647,3.2766587767965647,3.318835001299277,3.3396566143815556,3.427253767729657,3.427253767729657,3.4502013265000007,3.4831775461482826,3.523656398662749,3.5291624163083184,3.5768477689303797,3.6458095027802893,3.8208340249529837,3.8208340249529837,3.8258973160922243,3.9075391394050634,3.97837096580651,3.97837096580651,,,
2017-01-05,458,2.3695141697882103,0.008209606986899563,0.05936681222707423,0.0645414847161572,0.08126637554585152,0.09220524017467248,0.10072052401746724,0.10259825327510916,0.1081659388646288,0.17225286906222706,0.2114122138231441,0.23189256316812226,0.23403230115938864,0.23403230115938864,0.24608470290611353,0.2518707291069869,0.2995126505043668,0.2995126505043668,0.2995126505043668,0.2995126505043668,0.30647532594104804,0.40570293329585155,0.40570293329585155,0.4244694413427948,0.4244694413427948,0.4692061871965066,0.5486385016069869,0.5947277788580786,0.6199024513471616,0.6703982735371179,0.7019567921844978,0.7635639925447598,0.855223381191048,0.9705000111997817,0.9705000111997817,0.9782292688417031,1.0797080721626637,1.1024087076168123,1.1024087076168123,1.113792349239083,1.1641635282783844,1.1641635282783844,1.1666945236823145,1.1771530389661573,1.245880410136463,1.2594611961626638,1.2815489324257643,1.3712873359650657,1.428798955813319,1.457925593367904,1.5097923436648473,1.5229357754770743,1.531796036978166,1.556796036978166,1.5766431985502183,1.5920143775895197,1.611621364489083,1.6154641592489085,1.634101600176856,1.6526168840196507,1.6949531285611354,1.6949531285611354,1.7166125172074236,1.742924851062227,1.8457795524945415,1.8912125012958516,1.9012780034792578,1.9287309621713975,1.9287309621713975,1.949698574170306,1.9523841636899566,1.9617728099781662,2.01352223754476,2.090379628889738,2.1314166871015283,2.1602896414803494,2.1602896414803494,2.193517203622271,2.2153649872532752,2.285233982886463,2.285233982886463,2.2913693540655027,2.2913693540655027,2.313683764545852,2.313683764545852,2.3695141697882103,2.3695141697882103,,,,
2017-01-06,491,11.196601388117106,0.15351583295315682,0.3119975024694501,0.4879241827138493,0.5280681243778004,0.8005498553380855,0.9008553543197556,0.9783509275071283,1.0414362792250509,1.2398801468156821,1.324199212793279,1.6805020977016292,2.163201055910387,2.1812957267973525,2.3545521095101836,2.386666143395112,2.4064869513798373,2.5601637349572304,2.5890372774012222,2.6941473668890024,2.782281424076375,2.8030283771843183,2.8710873419653775,2.8710873419653775,3.0890557278360498,3.0920576223686362,3.3991851924185346,3.636713271687374,3.672721418326885,4.3536644940030556,5.513621925450102,5.601430092875764,5.605910744606924,5.732217238514257,5.805180454203666,5.950121273155804,6.696980436778004,6.717035308831975,7.505389979852342,7.516438430265784,7.54571247245112,7.568353455895112,7.65916534562831,7.670701367070265,7.684970696801426,7.7132904755611005,7.9352502370702656,8.022232034648678,8.027372291989819,8.08964897733605,8.112846533344197,8.200548777172099,8.250734101858454,8.488277583263748,8.577323328004073,8.99553026925662,8.99553026925662,9.387189214246437,9.90739499326884,10.278452758034623,10.36181997799389,10.39259744556721,10.41439764205499,10.429225001159878,10.47499240443279,10.47499240443279,10.601203903637474,10.711450821013237,10.723191525958248,10.731420510162932,10.755891819614053,10.792938662791242,10.887258255253563,10.89247542731059,10.915672983318736,10.915672983318736,10.947762668942971,10.997895162426678,11.019239357946025,11.036639820269855,11.12381657261405,11.143327774243378,11.156953028825862,11.176623381332991,11.196601388117106,11.196601388117106,,,,,
2017-01-07,496,6.167314675704637,0.058512036664314516,0.07104890306149193,0.08491840261391129,0.13356457046875,0.2274267744606855,0.35816640404737904,0.4768685010685484,0.6738846301008065,0.7436628559072581,0.8359655492046372,0.8659220917711694,0.9046873729627016,0.9768326395262097,1.0708694268901209,1.294837124190524,1.5336274467711692,1.563929866126008,1.5797997939989918,1.634322531002016,1.663737853582661,1.680713660034274,1.742839226393145,1.742839226393145,1.8182203754395159,1.857138747239919,1.8654855214334674,1.9411234305937497,1.983008522111895,2.1840491622772173,2.224633839696572,2.3427987381814512,2.368640419004032,2.381946870616935,2.4633723425302416,2.4746626651108867,2.5427204751683465,2.5894255885715722,2.6862502472489918,2.7522233309334676,2.8162575834647177,2.8858367509032257,2.97851680759375,3.1611664800090726,3.1843318025897176,3.3392837825514112,3.391266049363911,3.537609206805443,3.566157593902217,3.61924407097883,3.639105321746975,3.6581174185211687,3.778903708843749,3.862150694968749,3.9289791732570554,3.9954164965252006,4.138752181636088,4.189844878208668,4.219938285466733,4.4386196715554425,4.443055155426411,4.522959943139112,4.685742201203628,4.938244118498991,5.035119829236894,5.035119829236894,5.042760958269152,5.078788871234878,5.128718562225806,5.29540959345766,5.418342968984878,5.484633291565523,5.563328716799394,5.5939335555090715,5.6490090169919345,5.773536299861894,5.880336506431451,5.899000307712702,5.947730146422379,5.947730146422379,5.988697888357863,6.036982381012097,6.036982381012097,6.167314675704637,6.167314675704637,,,,,,
2017-01-08,381,2.5949339024199474,0.031072378635170605,0.07006133846587927,0.09801409437139108,0.17805294029658794,0.1832669570551181,0.22977338148293963,0.27952805040944884,0.2834913050026247,0.30366436042388456,0.343393014624672,0.343393014624672,0.343393014624672,0.343393014624672,0.34746125609448825,0.34746125609448825,0.3699072466863518,0.4187998839986877,0.4579366422086615,0.47128003816666675,0.5374700779724411,0.5730343824343833,0.5730343824343833,0.668927388804462,0.7446572104146982,0.7481480240629922,0.7728250785131234,0.7955997774094489,0.8436611182519685,0.8928414658661418,0.9480767405511812,0.9894061967073492,1.037207312405512,1.105473893393701,1.1419305863070868,1.1664182320236223,1.1937867772362207,1.1937867772362207,1.1937867772362207,1.2030254788963257,1.2089547948871393,1.226207599737533,1.268415817393701,1.2954971366614176,1.340589000178478,1.3459881404737535,1.3510182266509188,1.4104004669790027,1.4104004669790027,1.456017264879265,1.4766996795774279,1.5056539833188978,1.539405303889764,1.585687460085302,1.585687460085302,1.621229123851706,1.642933126476378,1.6723993272637796,1.7555532905183728,1.7737773187860895,1.8640703108792653,1.8863275287270345,1.8907250004330711,1.9789081560564308,2.0313608858490815,2.0313608858490815,2.0593009931194226,2.0593009931194226,2.07560916560105,2.1174606276128607,2.1450984228884513,2.1660433047782153,2.223518136174541,2.251313411765092,2.307690272855643,2.453970786129921,2.4756811632834643,2.477649667220472,2.4969147590839893,2.502295336511811,2.5274659401863517,2.581548075648294,2.5949339024199474,2.5949339024199474,,,,,,,
2017-01-09,427,5.1357230360948485,0.07364480092505855,0.07604466589227167,0.18662785286651054,0.21592084250351287,0.31225448052224825,0.31225448052224825,0.3787884383676815,0.3787884383676815,0.4569973106873536,0.5533412443700234,0.6437823040199063,0.6509126578735362,0.7259777322142856,0.752866106262295,0.7747630617658079,0.8019629381498828,0.8298083714051522,0.8417287461124121,0.87100444679274,0.8767889901182669,0.8835571400011709,0.9041191034812646,0.9041191034812646,0.9041191034812646,0.9314727334578453,1.4469188585409836,1.4835009731206088,1.6003208176697892,1.7501561415093676,1.8650095866241216,1.9011219988021075,2.0720917454508196,2.089150086822014,2.1854264334262297,2.220016597360656,2.286527136002342,2.365451074699063,2.4983913500222483,2.5645037532798596,2.694895120886417,2.728801380208431,2.7543794999320848,2.7858988291428575,2.936496409549181,3.0197978361662767,3.164158446747073,3.295895457988291,3.3150308408009375,3.3738930561850125,3.432269135281031,3.524538417166277,3.560838048925059,3.6117585986381737,3.87047875138993,3.915294512514052,3.9571332537318504,3.9752635816007027,4.011024705722482,4.015526554793911,4.061797033968384,4.141130139782201,4.240900845016394,4.32614432835363,4.399479589161593,4.415147036468384,4.511767960651054,4.633211116771663,4.7466401251943795,4.852679264153396,4.9346570232435605,4.9346570232435605,4.956847622297425,4.963569774488292,4.963569774488292,5.029262605323186,5.054285759658081,5.054285759658081,5.088326392989463,5.116979785578455,5.116979785578455,5.1357230360948485,5.1357230360948485,,,,,,,,
2017-01-10,429,9.65056684513287,0.09958150098368299,0.33625398916550114,0.3815937834545454,0.6392945121410256,0.6596674725139859,0.740964383051282,1.0282575904428903,1.1588714350128204,1.4679390340804195,1.8273188119720278,2.0650320684417247,2.1415539292156174,2.2021953757179484,2.323404345789044,2.49618631093007,2.598729493132867,2.7188009422843824,2.8416245819685315,2.9261215432599066,2.965441974806527,3.020808096800699,3.3789840832062934,3.4802638571678317,3.6568236763275053,3.7933960672878784,4.130754819048951,4.201612988405595,4.202895039687646,4.3055671529219115,4.357552774428904,4.547311726319347,4.564205816011655,4.819851084101399,4.851397102855478,4.887667432311189,5.277546947078089,5.286364261343823,5.346110546645687,5.366196669165501,5.5268333870069934,5.579042779532634,5.682108989648019,5.749684747223776,5.820428875664336,5.941870063659675,6.279499117738928,6.29159701983683,6.582340249797204,6.712429736553614,6.809811854189977,6.8654585042272736,6.897135722923077,7.35096447567366,7.4118080071421915,7.4510143008484855,7.4510143008484855,7.5716321046713295,7.581279423815852,7.777045328236598,7.824383373434733,7.916154935206295,8.052171826400935,8.052171826400935,8.122987677216786,8.172799874002333,8.419766619150352,8.540638040466202,8.546348996177159,8.546348996177159,8.622345111043126,8.746707986100235,8.748075230907927,8.808462635888114,8.908003596953382,9.3471864841352,9.366602570407927,9.369098211317018,9.4173706776014,9.48168364565618,9.65056684513287,9.65056684513287,,,,,,,,,
2017-01-11,312,2.2338749626394234,0.05153767695352564,0.05731607525480769,0.12116897568910256,0.23834846286858974,0.2938363721650641,0.37685693289262817,0.3908953944310897,0.4674338559695513,0.48855565084134617,0.5408312918669872,0.6849421329439103,0.7366729021746795,0.7366729021746795,0.7519130703012821,0.7519130703012821,0.7519130703012821,0.778836147224359,0.778836147224359,0.7951157214086538,0.7988016188445513,0.8091463835,0.9350858985512821,1.047991667073718,1.0615814106634616,1.1584324172115386,1.2442792804983975,1.2442792804983975,1.2509779984471154,1.2985118461089744,1.3131013939775642,1.3199283170544873,1.3359539580801283,1.3359539580801283,1.3548633236426282,1.3876702789935897,1.3876702789935897,1.4604587405320513,1.493088422625,1.4948512431378207,1.500780730317308,1.5492422687788465,1.5492422687788465,1.5492422687788465,1.5492422687788465,1.5492422687788465,1.5492422687788465,1.5492422687788465,1.5689217559583337,1.6096142614807696,1.616523979982372,1.616523979982372,1.630641800783654,1.6565261517451926,1.6565261517451926,1.7308306469375003,1.7308306469375003,1.7456107561217953,1.7456107561217953,1.7456107561217953,1.7641143020288466,1.8410053276698721,1.8410053276698721,1.8721912251057695,1.8721912251057695,1.8721912251057695,1.9102681481826926,1.9422873789519235,1.9500117379262825,1.9500117379262825,1.9500117379262825,1.9500117379262825,1.9500117379262825,1.9500117379262825,1.9767088565512825,1.9767088565512825,2.0885223985368593,2.0885223985368593,2.2338749626394234,2.2338749626394234,2.2338749626394234,,,,,,,,,,
2017-01-12,326,3.975562434639571,0.021042944785276074,0.11634046346932515,0.20124843892944785,0.2296226720582822,0.26352816012116564,0.29879888470858895,0.3225866350766871,0.37535766779907975,0.3980684890843558,0.3980684890843558,0.4227766360184049,0.4227766360184049,0.4517975686365031,0.4517975686365031,0.5197575883006136,0.5197575883006136,0.5489907171349694,0.5786839686687117,0.5786839686687117,0.6388656332131902,0.6388656332131902,0.6491110319861964,0.7192906606625767,0.8047507833619633,0.8047507833619633,0.8354759848358897,0.8431528325582823,0.8431528325582823,0.9171242756595093,0.9171242756595093,0.9382592449846626,0.9382592449846626,0.9815428768650307,0.9815428768650307,0.9815428768650307,1.0069416498711656,1.0165735517116565,1.0464201774785278,1.0526013619555217,1.1133068834279143,1.136411330983129,1.326651485625767,1.4078171297975461,1.4956392156871168,1.5517128353190186,1.6742348474800615,1.71279706351227,1.9104121395107363,2.0434182744800613,2.2369482277009203,2.314499667470859,2.4463700815812888,2.5385375355690187,2.7272592533604296,2.77566416133589,2.830344596018405,2.8610121832898776,2.981051320196319,3.2657461742776075,3.2657461742776075,3.2861999662500003,3.2861999662500003,3.3029880393496938,3.3596936459171785,3.3836200262852767,3.3927874191073624,3.4503687251380373,3.4503687251380373,3.4503687251380373,3.4503687251380373,3.4503687251380373,3.472682549050614,3.498955676657976,3.511041566228528,3.684148635751534,3.684148635751534,3.968204086426381,3.975562434639571,3.975562434639571,,,,,,,,,,,
